,Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
26066,2018-03-27 04:00:00,27.13,32.03,9079.0
26067,2018-03-27 05:00:00,27.09,32.03,9117.0
26068,2018-03-27 06:00:00,29.27,32.04,9306.0
26069,2018-03-27 07:00:00,31.73,32.05,9719.0
26070,2018-03-27 08:00:00,31.74,32.05,10109.0
26071,2018-03-27 09:00:00,30.83,32.06,10242.0
26072,2018-03-27 10:00:00,29.08,32.07,10338.0
26073,2018-03-27 11:00:00,31.74,32.08,10366.0
26074,2018-03-27 12:00:00,31.75,32.09,10369.0
26075,2018-03-27 13:00:00,31.75,32.1,10288.0
26076,2018-03-27 14:00:00,27.72,32.1,10202.0
26077,2018-03-27 15:00:00,26.02,32.1,10165.0
26078,2018-03-27 16:00:00,23.88,32.09,10121.0
26079,2018-03-27 17:00:00,25.18,32.09,10180.0
26080,2018-03-27 18:00:00,26.9,32.09,10207.0
26081,2018-03-27 19:00:00,26.62,32.08,10056.0
26082,2018-03-27 20:00:00,28.52,32.08,10074.0
26083,2018-03-27 21:00:00,33.63,32.08,10322.0
26084,2018-03-27 22:00:00,34.54,32.08,10204.0
26085,2018-03-27 23:00:00,33.66,32.09,9866.0
26086,2018-03-27 00:00:00,32.05,32.1,9517.0
26087,2018-03-28 01:00:00,31.75,32.1,9289.0
26088,2018-03-28 02:00:00,31.75,32.11,9180.0
26089,2018-03-28 03:00:00,31.74,32.11,9127.0
26090,2018-03-28 04:00:00,31.74,32.12,9087.0
26091,2018-03-28 05:00:00,31.74,32.13,9132.0
26092,2018-03-28 06:00:00,32.41,32.13,9288.0
26093,2018-03-28 07:00:00,34.54,32.14,9691.0
26094,2018-03-28 08:00:00,33.3,32.14,9966.0
26095,2018-03-28 09:00:00,34.09,32.14,10070.0
26096,2018-03-28 10:00:00,33.26,32.13,10119.0
26097,2018-03-28 11:00:00,31.77,32.13,10090.0
26098,2018-03-28 12:00:00,31.74,32.12,10128.0
26099,2018-03-28 13:00:00,31.73,32.12,10161.0
26100,2018-03-28 14:00:00,31.73,32.12,10083.0
26101,2018-03-28 15:00:00,31.74,32.12,10036.0
26102,2018-03-28 16:00:00,31.74,32.13,10022.0
26103,2018-03-28 17:00:00,31.75,32.13,10049.0
26104,2018-03-28 18:00:00,32.05,32.14,10081.0
26105,2018-03-28 19:00:00,34.37,32.15,9968.0
26106,2018-03-28 20:00:00,34.54,32.16,10014.0
26107,2018-03-28 21:00:00,34.55,32.17,10246.0
26108,2018-03-28 22:00:00,34.16,32.18,10152.0
26109,2018-03-28 23:00:00,32.86,32.19,9833.0
26110,2018-03-28 00:00:00,31.74,32.19,9504.0
26111,2018-03-29 01:00:00,31.27,32.2,9266.0
26112,2018-03-29 02:00:00,27.58,32.2,9149.0
26113,2018-03-29 03:00:00,27.16,32.2,9081.0
26114,2018-03-29 04:00:00,27.16,32.2,9103.0
26115,2018-03-29 05:00:00,28.99,32.2,9121.0
26116,2018-03-29 06:00:00,31.74,32.21,9340.0
26117,2018-03-29 07:00:00,34.04,32.22,9748.0
26118,2018-03-29 08:00:00,34.55,32.23,10125.0
26119,2018-03-29 09:00:00,34.76,32.24,10306.0
26120,2018-03-29 10:00:00,34.55,32.25,10396.0
26121,2018-03-29 11:00:00,34.54,32.26,10385.0
26122,2018-03-29 12:00:00,34.54,32.27,10330.0
26123,2018-03-29 13:00:00,34.07,32.28,10220.0
26124,2018-03-29 14:00:00,33.26,32.28,10196.0
26125,2018-03-29 15:00:00,33.26,32.29,10177.0
26126,2018-03-29 16:00:00,31.8,32.3,10118.0
26127,2018-03-29 17:00:00,31.74,32.31,10113.0
26128,2018-03-29 18:00:00,33.05,32.31,10126.0
26129,2018-03-29 19:00:00,33.25,32.32,10050.0
26130,2018-03-29 20:00:00,33.25,32.32,10054.0
26131,2018-03-29 21:00:00,34.2,32.32,10287.0
26132,2018-03-29 22:00:00,34.07,32.33,10237.0
26133,2018-03-29 23:00:00,32.14,32.33,9950.0
26134,2018-03-29 00:00:00,31.72,32.34,9695.0
26135,2018-03-30 01:00:00,29.82,32.34,9541.0
26136,2018-03-30 02:00:00,27.18,32.34,9423.0
26137,2018-03-30 03:00:00,27.18,32.34,9366.0
26138,2018-03-30 04:00:00,27.18,32.34,9313.0
26139,2018-03-30 05:00:00,27.18,32.34,9283.0
26140,2018-03-30 06:00:00,27.18,32.34,9407.0
26141,2018-03-30 07:00:00,26.96,32.34,9569.0
26142,2018-03-30 08:00:00,27.17,32.34,9671.0
26143,2018-03-30 09:00:00,27.14,32.33,9764.0
26144,2018-03-30 10:00:00,27.17,32.32,9943.0
26145,2018-03-30 11:00:00,27.1,32.32,10027.0
26146,2018-03-30 12:00:00,27.17,32.31,10104.0
26147,2018-03-30 13:00:00,27.18,32.31,10084.0
26148,2018-03-30 14:00:00,27.18,32.3,10012.0
26149,2018-03-30 15:00:00,27.18,32.29,9982.0
26150,2018-03-30 16:00:00,29.86,32.29,9924.0
26151,2018-03-30 17:00:00,31.97,32.29,9991.0
26152,2018-03-30 18:00:00,31.74,32.29,10063.0
26153,2018-03-30 19:00:00,31.74,32.29,9994.0
26154,2018-03-30 20:00:00,31.75,32.29,9938.0
26155,2018-03-30 21:00:00,31.76,32.29,10102.0
26156,2018-03-30 22:00:00,31.75,32.29,10103.0
26157,2018-03-30 23:00:00,31.75,32.29,9911.0
26158,2018-03-30 00:00:00,31.38,32.29,9712.0
26159,2018-03-31 01:00:00,31.71,32.29,9552.0
26160,2018-03-31 02:00:00,31.65,32.29,9429.0
26161,2018-03-31 03:00:00,27.25,32.29,9373.0
26162,2018-03-31 04:00:00,27.18,32.28,9371.0
26163,2018-03-31 05:00:00,27.18,32.27,9407.0
26164,2018-03-31 06:00:00,30.39,32.27,9492.0
26165,2018-03-31 07:00:00,31.74,32.27,9572.0
26166,2018-03-31 08:00:00,31.74,32.26,9641.0
26167,2018-03-31 09:00:00,31.75,32.25,9799.0
26168,2018-03-31 10:00:00,33.21,32.25,9899.0
26169,2018-03-31 11:00:00,33.25,32.24,9976.0
26170,2018-03-31 12:00:00,33.26,32.24,10011.0
26171,2018-03-31 13:00:00,33.26,32.24,9994.0
26172,2018-03-31 14:00:00,33.26,32.24,9953.0
26173,2018-03-31 15:00:00,33.03,32.24,9912.0
26174,2018-03-31 16:00:00,31.75,32.23,9842.0
26175,2018-03-31 17:00:00,31.75,32.23,9832.0
26176,2018-03-31 18:00:00,31.75,32.23,9817.0
26177,2018-03-31 19:00:00,31.74,32.23,9703.0
26178,2018-03-31 20:00:00,31.75,32.23,9785.0
26179,2018-03-31 21:00:00,32.97,32.23,10133.0
26180,2018-03-31 22:00:00,32.79,32.24,10165.0
26181,2018-03-31 23:00:00,31.74,32.23,9999.0
26182,2018-03-31 00:00:00,31.75,32.23,9780.0
26183,2018-04-01 01:00:00,32.7,32.23,9585.0
26184,2018-04-01 02:00:00,33.26,32.23,9471.0
26185,2018-04-01 03:00:00,33.26,32.24,9401.0
26186,2018-04-01 04:00:00,33.97,32.24,9371.0
26187,2018-04-01 05:00:00,33.26,32.25,9377.0
26188,2018-04-01 06:00:00,33.26,32.25,9403.0
26189,2018-04-01 07:00:00,33.33,32.25,9510.0
26190,2018-04-01 08:00:00,33.26,32.25,9524.0
26191,2018-04-01 09:00:00,32.73,32.25,9594.0
26192,2018-04-01 10:00:00,33.26,32.24,9650.0
26193,2018-04-01 11:00:00,37.74,32.25,9671.0
26194,2018-04-01 12:00:00,37.03,32.25,9707.0
26195,2018-04-01 13:00:00,35.95,32.25,9709.0
26196,2018-04-01 14:00:00,33.24,32.25,9664.0
26197,2018-04-01 15:00:00,33.21,32.25,9695.0
26198,2018-04-01 16:00:00,33.22,32.26,9703.0
26199,2018-04-01 17:00:00,33.24,32.26,9737.0
26200,2018-04-01 18:00:00,33.22,32.26,9708.0
26201,2018-04-01 19:00:00,33.21,32.26,9626.0
26202,2018-04-01 20:00:00,33.2,32.26,9652.0
26203,2018-04-01 21:00:00,33.26,32.26,9856.0
26204,2018-04-01 22:00:00,33.24,32.26,9848.0
26205,2018-04-01 23:00:00,33.22,32.26,9650.0
26206,2018-04-01 00:00:00,33.24,32.26,9458.0
26207,2018-04-02 01:00:00,31.75,32.25,9232.0
26208,2018-04-02 02:00:00,31.74,32.25,9195.0
26209,2018-04-02 03:00:00,31.74,32.25,9173.0
26210,2018-04-02 04:00:00,31.74,32.26,9213.0
26211,2018-04-02 05:00:00,31.74,32.26,9280.0
26212,2018-04-02 06:00:00,32.33,32.26,9472.0
26213,2018-04-02 07:00:00,33.24,32.26,9769.0
26214,2018-04-02 08:00:00,33.26,32.26,9967.0
26215,2018-04-02 09:00:00,33.26,32.26,10067.0
26216,2018-04-02 10:00:00,43.22,32.27,10137.0
26217,2018-04-02 11:00:00,44.71,32.29,10143.0
26218,2018-04-02 12:00:00,46.05,32.3,10064.0
26219,2018-04-02 13:00:00,46.05,32.32,10060.0
26220,2018-04-02 14:00:00,45.68,32.34,10086.0
26221,2018-04-02 15:00:00,46.06,32.35,10090.0
26222,2018-04-02 16:00:00,47.09,32.37,10098.0
26223,2018-04-02 17:00:00,46.06,32.39,10103.0
26224,2018-04-02 18:00:00,46.56,32.4,10091.0
26225,2018-04-02 19:00:00,57.31,32.43,10006.0
26226,2018-04-02 20:00:00,46.06,32.45,10048.0
26227,2018-04-02 21:00:00,57.31,32.48,10143.0
26228,2018-04-02 22:00:00,44.55,32.49,10083.0
26229,2018-04-02 23:00:00,33.75,32.49,9848.0
26230,2018-04-02 00:00:00,31.73,32.49,9511.0
26231,2018-04-03 01:00:00,31.74,32.48,9290.0
26232,2018-04-03 02:00:00,31.74,32.48,9179.0
26233,2018-04-03 03:00:00,31.7,32.48,9140.0
26234,2018-04-03 04:00:00,31.74,32.47,9197.0
26235,2018-04-03 05:00:00,31.74,32.47,9266.0
26236,2018-04-03 06:00:00,32.25,32.47,9460.0
26237,2018-04-03 07:00:00,33.25,32.47,9855.0
26238,2018-04-03 08:00:00,34.05,32.47,10100.0
26239,2018-04-03 09:00:00,40.41,32.48,10171.0
26240,2018-04-03 10:00:00,44.96,32.5,10144.0
26241,2018-04-03 11:00:00,46.06,32.52,10126.0
26242,2018-04-03 12:00:00,59.83,32.56,10118.0
26243,2018-04-03 13:00:00,55.18,32.59,10087.0
26244,2018-04-03 14:00:00,46.06,32.61,10082.0
26245,2018-04-03 15:00:00,45.09,32.63,10004.0
26246,2018-04-03 16:00:00,43.52,32.64,10030.0
26247,2018-04-03 17:00:00,40.57,32.66,10062.0
26248,2018-04-03 18:00:00,38.26,32.66,10051.0
26249,2018-04-03 19:00:00,33.33,32.66,9948.0
26250,2018-04-03 20:00:00,34.39,32.66,9959.0
26251,2018-04-03 21:00:00,44.79,32.68,10125.0
26252,2018-04-03 22:00:00,42.61,32.69,10072.0
26253,2018-04-03 23:00:00,33.7,32.69,9829.0
26254,2018-04-03 00:00:00,34.26,32.69,9551.0
26255,2018-04-04 01:00:00,32.96,32.69,9340.0
26256,2018-04-04 02:00:00,31.75,32.69,9255.0
26257,2018-04-04 03:00:00,33.09,32.69,9260.0
26258,2018-04-04 04:00:00,33.21,32.7,9236.0
26259,2018-04-04 05:00:00,33.26,32.7,9299.0
26260,2018-04-04 06:00:00,33.56,32.7,9477.0
26261,2018-04-04 07:00:00,52.0,32.73,9926.0
26262,2018-04-04 08:00:00,71.2,32.78,10097.0
26263,2018-04-04 09:00:00,69.66,32.83,10164.0
26264,2018-04-04 10:00:00,69.21,32.87,10209.0
26265,2018-04-04 11:00:00,109.98,32.98,10184.0
26266,2018-04-04 12:00:00,289.17,33.33,10173.0
26267,2018-04-04 13:00:00,169.96,33.52,10080.0
26268,2018-04-04 14:00:00,75.0,33.58,10126.0
26269,2018-04-04 15:00:00,69.21,33.63,10156.0
26270,2018-04-04 16:00:00,66.58,33.68,10168.0
26271,2018-04-04 17:00:00,60.43,33.71,10171.0
26272,2018-04-04 18:00:00,55.1,33.74,10216.0
26273,2018-04-04 19:00:00,43.85,33.76,10152.0
26274,2018-04-04 20:00:00,36.3,33.76,10161.0
26275,2018-04-04 21:00:00,46.84,33.78,10239.0
26276,2018-04-04 22:00:00,40.11,33.79,10136.0
26277,2018-04-04 23:00:00,37.41,33.79,9900.0
26278,2018-04-04 00:00:00,44.15,33.81,9638.0
26279,2018-04-05 01:00:00,40.47,33.82,9393.0
26280,2018-04-05 02:00:00,33.25,33.82,9240.0
26281,2018-04-05 03:00:00,33.94,33.82,9263.0
26282,2018-04-05 04:00:00,33.24,33.82,9315.0
26283,2018-04-05 05:00:00,33.26,33.82,9357.0
26284,2018-04-05 06:00:00,37.21,33.83,9541.0
26285,2018-04-05 07:00:00,68.36,33.87,9937.0
26286,2018-04-05 08:00:00,66.62,33.92,10152.0
26287,2018-04-05 09:00:00,69.42,33.96,10230.0
26288,2018-04-05 10:00:00,117.77,34.08,10233.0
26289,2018-04-05 11:00:00,536.36,34.77,10225.0
26290,2018-04-05 12:00:00,227.57,35.04,10161.0
26291,2018-04-05 13:00:00,198.45,35.27,10086.0
26292,2018-04-05 14:00:00,140.96,35.42,10097.0
26293,2018-04-05 15:00:00,309.75,35.8,10091.0
26294,2018-04-05 16:00:00,309.75,36.19,10049.0
26295,2018-04-05 17:00:00,263.79,36.51,10069.0
26296,2018-04-05 18:00:00,256.38,36.82,10043.0
26297,2018-04-05 19:00:00,174.36,37.01,9906.0
26298,2018-04-05 20:00:00,122.65,37.14,9942.0
26299,2018-04-05 21:00:00,244.22,37.43,10144.0
26300,2018-04-05 22:00:00,131.82,37.57,10094.0
26301,2018-04-05 23:00:00,56.88,37.6,9826.0
26302,2018-04-05 00:00:00,46.05,37.62,9581.0
26303,2018-04-06 01:00:00,43.36,37.64,9449.0
26304,2018-04-06 02:00:00,46.03,37.67,9370.0
26305,2018-04-06 03:00:00,44.31,37.69,9289.0
26306,2018-04-06 04:00:00,41.12,37.71,9266.0
26307,2018-04-06 05:00:00,41.87,37.73,9311.0
26308,2018-04-06 06:00:00,43.34,37.75,9532.0
26309,2018-04-06 07:00:00,82.2,37.82,9921.0
26310,2018-04-06 08:00:00,100.36,37.91,10134.0
26311,2018-04-06 09:00:00,510.37,38.57,10082.0
26312,2018-04-06 10:00:00,500.0,39.22,10131.0
26313,2018-04-06 11:00:00,193.65,39.44,10157.0
26314,2018-04-06 12:00:00,72.68,39.49,10182.0
26315,2018-04-06 13:00:00,79.79,39.56,10166.0
26316,2018-04-06 14:00:00,66.95,39.6,10150.0
26317,2018-04-06 15:00:00,54.17,39.63,10120.0
26318,2018-04-06 16:00:00,46.06,39.65,10077.0
26319,2018-04-06 17:00:00,45.05,39.66,10095.0
26320,2018-04-06 18:00:00,45.04,39.68,10063.0
26321,2018-04-06 19:00:00,44.69,39.69,9959.0
26322,2018-04-06 20:00:00,44.96,39.71,9907.0
26323,2018-04-06 21:00:00,46.06,39.73,10060.0
26324,2018-04-06 22:00:00,46.05,39.74,9988.0
26325,2018-04-06 23:00:00,40.93,39.75,9752.0
26326,2018-04-06 00:00:00,39.99,39.76,9494.0
26327,2018-04-07 01:00:00,33.02,39.76,9294.0
26328,2018-04-07 02:00:00,31.75,39.76,9194.0
26329,2018-04-07 03:00:00,32.93,39.76,9139.0
26330,2018-04-07 04:00:00,32.23,39.76,9092.0
26331,2018-04-07 05:00:00,31.75,39.76,9090.0
26332,2018-04-07 06:00:00,33.07,39.77,9163.0
26333,2018-04-07 07:00:00,33.26,39.77,9323.0
26334,2018-04-07 08:00:00,33.25,39.77,9432.0
26335,2018-04-07 09:00:00,33.26,39.77,9621.0
26336,2018-04-07 10:00:00,36.82,39.77,9780.0
26337,2018-04-07 11:00:00,43.86,39.79,9852.0
26338,2018-04-07 12:00:00,45.86,39.81,9883.0
26339,2018-04-07 13:00:00,44.69,39.82,9845.0
26340,2018-04-07 14:00:00,39.91,39.84,9765.0
26341,2018-04-07 15:00:00,35.83,39.84,9719.0
26342,2018-04-07 16:00:00,34.9,39.85,9691.0
26343,2018-04-07 17:00:00,36.35,39.85,9725.0
26344,2018-04-07 18:00:00,38.38,39.86,9817.0
26345,2018-04-07 19:00:00,42.51,39.88,9739.0
26346,2018-04-07 20:00:00,37.3,39.88,9672.0
26347,2018-04-07 21:00:00,41.16,39.89,9846.0
26348,2018-04-07 22:00:00,40.59,39.9,9842.0
26349,2018-04-07 23:00:00,33.45,39.91,9642.0
26350,2018-04-07 00:00:00,33.86,39.91,9374.0
26351,2018-04-08 01:00:00,33.26,39.92,9135.0
26352,2018-04-08 02:00:00,33.16,39.93,8979.0
26353,2018-04-08 03:00:00,31.77,39.93,8887.0
26354,2018-04-08 04:00:00,31.74,39.95,8830.0
26355,2018-04-08 05:00:00,31.74,39.97,8850.0
26356,2018-04-08 06:00:00,31.74,39.97,8943.0
26357,2018-04-08 07:00:00,32.64,39.98,9075.0
26358,2018-04-08 08:00:00,31.74,39.99,9086.0
26359,2018-04-08 09:00:00,32.02,39.99,9248.0
26360,2018-04-08 10:00:00,32.6,40.0,9382.0
26361,2018-04-08 11:00:00,33.25,40.01,9446.0
26362,2018-04-08 12:00:00,33.25,40.02,9511.0
26363,2018-04-08 13:00:00,33.26,40.02,9530.0
26364,2018-04-08 14:00:00,33.26,40.03,9515.0
26365,2018-04-08 15:00:00,33.26,40.04,9489.0
26366,2018-04-08 16:00:00,33.26,40.05,9422.0
26367,2018-04-08 17:00:00,33.26,40.06,9483.0
26368,2018-04-08 18:00:00,33.26,40.07,9561.0
26369,2018-04-08 19:00:00,33.26,40.07,9509.0
26370,2018-04-08 20:00:00,33.21,40.07,9478.0
26371,2018-04-08 21:00:00,33.03,40.07,9668.0
26372,2018-04-08 22:00:00,33.26,40.07,9741.0
26373,2018-04-08 23:00:00,32.6,40.07,9459.0
26374,2018-04-08 00:00:00,32.25,40.07,9136.0
26375,2018-04-09 01:00:00,31.75,40.07,8943.0
26376,2018-04-09 02:00:00,31.74,40.08,8811.0
26377,2018-04-09 03:00:00,31.54,40.08,8732.0
26378,2018-04-09 04:00:00,29.35,40.09,8737.0
26379,2018-04-09 05:00:00,27.6,40.09,8808.0
26380,2018-04-09 06:00:00,31.67,40.09,9018.0
26381,2018-04-09 07:00:00,31.09,40.1,9475.0
26382,2018-04-09 08:00:00,31.75,40.1,9828.0
26383,2018-04-09 09:00:00,45.87,40.12,9917.0
26384,2018-04-09 10:00:00,45.93,40.14,9874.0
26385,2018-04-09 11:00:00,45.63,40.16,9869.0
26386,2018-04-09 12:00:00,46.06,40.17,9860.0
26387,2018-04-09 13:00:00,44.9,40.19,9805.0
26388,2018-04-09 14:00:00,44.69,40.2,9806.0
26389,2018-04-09 15:00:00,44.66,40.22,9793.0
26390,2018-04-09 16:00:00,40.79,40.23,9755.0
26391,2018-04-09 17:00:00,40.58,40.24,9792.0
26392,2018-04-09 18:00:00,40.14,40.25,9737.0
26393,2018-04-09 19:00:00,32.04,40.24,9553.0
26394,2018-04-09 20:00:00,31.74,40.24,9530.0
26395,2018-04-09 21:00:00,31.75,40.24,9702.0
26396,2018-04-09 22:00:00,31.75,40.23,9737.0
26397,2018-04-09 23:00:00,27.18,40.23,9460.0
26398,2018-04-09 00:00:00,26.52,40.22,9095.0
26399,2018-04-10 01:00:00,25.65,40.21,8874.0
26400,2018-04-10 02:00:00,25.22,40.2,8761.0
26401,2018-04-10 03:00:00,22.45,40.2,8682.0
26402,2018-04-10 04:00:00,26.99,40.2,8658.0
26403,2018-04-10 05:00:00,27.03,40.2,8704.0
26404,2018-04-10 06:00:00,27.87,40.19,8878.0
26405,2018-04-10 07:00:00,34.45,40.2,9313.0
26406,2018-04-10 08:00:00,46.06,40.22,9617.0
26407,2018-04-10 09:00:00,46.06,40.24,9712.0
26408,2018-04-10 10:00:00,46.06,40.25,9756.0
26409,2018-04-10 11:00:00,52.47,40.28,9739.0
26410,2018-04-10 12:00:00,75.44,40.34,9728.0
26411,2018-04-10 13:00:00,57.39,40.38,9714.0
26412,2018-04-10 14:00:00,50.64,40.4,9711.0
26413,2018-04-10 15:00:00,44.39,40.42,9673.0
26414,2018-04-10 16:00:00,45.86,40.43,9743.0
26415,2018-04-10 17:00:00,42.43,40.45,9781.0
26416,2018-04-10 18:00:00,36.13,40.45,9741.0
26417,2018-04-10 19:00:00,31.74,40.45,9608.0
26418,2018-04-10 20:00:00,31.75,40.45,9605.0
26419,2018-04-10 21:00:00,33.82,40.45,9710.0
26420,2018-04-10 22:00:00,33.06,40.45,9653.0
26421,2018-04-10 23:00:00,31.31,40.45,9351.0
26422,2018-04-10 00:00:00,39.33,40.46,9051.0
26423,2018-04-11 01:00:00,33.26,40.46,8891.0
26424,2018-04-11 02:00:00,32.88,40.47,8827.0
26425,2018-04-11 03:00:00,31.96,40.48,8736.0
26426,2018-04-11 04:00:00,31.14,40.48,8731.0
26427,2018-04-11 05:00:00,31.75,40.49,8774.0
26428,2018-04-11 06:00:00,32.86,40.49,8971.0
26429,2018-04-11 07:00:00,33.26,40.49,9447.0
26430,2018-04-11 08:00:00,31.75,40.49,9782.0
26431,2018-04-11 09:00:00,39.81,40.49,9889.0
26432,2018-04-11 10:00:00,42.02,40.5,9946.0
26433,2018-04-11 11:00:00,46.06,40.52,9951.0
26434,2018-04-11 12:00:00,52.59,40.54,9946.0
26435,2018-04-11 13:00:00,62.07,40.58,9870.0
26436,2018-04-11 14:00:00,46.98,40.6,9819.0
26437,2018-04-11 15:00:00,45.65,40.62,9752.0
26438,2018-04-11 16:00:00,46.06,40.63,9709.0
26439,2018-04-11 17:00:00,40.6,40.65,9750.0
26440,2018-04-11 18:00:00,46.06,40.67,9743.0
26441,2018-04-11 19:00:00,39.34,40.68,9623.0
26442,2018-04-11 20:00:00,42.44,40.69,9595.0
26443,2018-04-11 21:00:00,52.98,40.72,9753.0
26444,2018-04-11 22:00:00,71.22,40.77,9772.0
26445,2018-04-11 23:00:00,45.26,40.79,9454.0
26446,2018-04-11 00:00:00,40.84,40.81,9133.0
26447,2018-04-12 01:00:00,31.87,40.81,8908.0
26448,2018-04-12 02:00:00,31.74,40.82,8821.0
26449,2018-04-12 03:00:00,29.8,40.82,8744.0
26450,2018-04-12 04:00:00,28.1,40.82,8685.0
26451,2018-04-12 05:00:00,28.64,40.82,8713.0
26452,2018-04-12 06:00:00,31.74,40.83,8915.0
26453,2018-04-12 07:00:00,38.92,40.84,9373.0
26454,2018-04-12 08:00:00,34.39,40.85,9707.0
26455,2018-04-12 09:00:00,37.06,40.86,9853.0
26456,2018-04-12 10:00:00,41.42,40.88,10032.0
26457,2018-04-12 11:00:00,43.34,40.9,10040.0
26458,2018-04-12 12:00:00,42.83,40.93,10023.0
26459,2018-04-12 13:00:00,38.35,40.94,9993.0
26460,2018-04-12 14:00:00,46.06,40.96,9979.0
26461,2018-04-12 15:00:00,46.06,40.97,9956.0
26462,2018-04-12 16:00:00,46.06,40.99,9963.0
26463,2018-04-12 17:00:00,62.18,41.03,10022.0
26464,2018-04-12 18:00:00,47.79,41.05,10023.0
26465,2018-04-12 19:00:00,39.48,41.06,9864.0
26466,2018-04-12 20:00:00,37.24,41.07,9774.0
26467,2018-04-12 21:00:00,45.43,41.08,9855.0
26468,2018-04-12 22:00:00,43.59,41.1,9804.0
26469,2018-04-12 23:00:00,32.78,41.1,9415.0
26470,2018-04-12 00:00:00,31.74,41.1,9046.0
26471,2018-04-13 01:00:00,28.65,41.1,8777.0
26472,2018-04-13 02:00:00,31.75,41.1,8712.0
26473,2018-04-13 03:00:00,31.74,41.1,8637.0
26474,2018-04-13 04:00:00,31.74,41.11,8660.0
26475,2018-04-13 05:00:00,31.75,41.11,8745.0
26476,2018-04-13 06:00:00,31.75,41.11,8900.0
26477,2018-04-13 07:00:00,39.36,41.12,9236.0
26478,2018-04-13 08:00:00,31.39,41.12,9499.0
26479,2018-04-13 09:00:00,31.74,41.11,9660.0
26480,2018-04-13 10:00:00,32.13,41.11,9757.0
26481,2018-04-13 11:00:00,31.75,41.11,9755.0
26482,2018-04-13 12:00:00,31.39,41.11,9749.0
26483,2018-04-13 13:00:00,31.75,41.11,9661.0
26484,2018-04-13 14:00:00,31.74,41.1,9624.0
26485,2018-04-13 15:00:00,31.74,41.1,9647.0
26486,2018-04-13 16:00:00,30.52,41.1,9630.0
26487,2018-04-13 17:00:00,27.18,41.09,9601.0
26488,2018-04-13 18:00:00,27.18,41.08,9549.0
26489,2018-04-13 19:00:00,27.16,41.07,9392.0
26490,2018-04-13 20:00:00,26.68,41.07,9288.0
26491,2018-04-13 21:00:00,26.58,41.06,9384.0
26492,2018-04-13 22:00:00,27.19,41.05,9493.0
26493,2018-04-13 23:00:00,26.9,41.04,9270.0
26494,2018-04-13 00:00:00,26.18,41.04,9002.0
26495,2018-04-14 01:00:00,26.45,41.03,8753.0
26496,2018-04-14 02:00:00,25.27,41.03,8576.0
26497,2018-04-14 03:00:00,21.07,41.02,8513.0
26498,2018-04-14 04:00:00,25.11,41.01,8467.0
26499,2018-04-14 05:00:00,25.56,41.0,8367.0
26500,2018-04-14 06:00:00,26.6,40.99,8403.0
26501,2018-04-14 07:00:00,26.6,40.98,8538.0
26502,2018-04-14 08:00:00,26.6,40.96,8685.0
26503,2018-04-14 09:00:00,26.68,40.95,8993.0
26504,2018-04-14 10:00:00,27.17,40.94,9202.0
26505,2018-04-14 11:00:00,27.17,40.92,9209.0
26506,2018-04-14 12:00:00,27.18,40.91,9219.0
26507,2018-04-14 13:00:00,27.18,40.89,9196.0
26508,2018-04-14 14:00:00,27.18,40.88,9150.0
26509,2018-04-14 15:00:00,27.18,40.87,9089.0
26510,2018-04-14 16:00:00,27.18,40.86,9071.0
26511,2018-04-14 17:00:00,27.19,40.85,9097.0
26512,2018-04-14 18:00:00,28.48,40.84,9144.0
26513,2018-04-14 19:00:00,28.55,40.84,9047.0
26514,2018-04-14 20:00:00,27.19,40.83,8995.0
26515,2018-04-14 21:00:00,30.0,40.82,9119.0
26516,2018-04-14 22:00:00,31.75,40.81,9234.0
26517,2018-04-14 23:00:00,31.75,40.81,9079.0
26518,2018-04-14 00:00:00,28.78,40.8,8856.0
26519,2018-04-15 01:00:00,27.19,40.79,8631.0
26520,2018-04-15 02:00:00,27.19,40.78,8526.0
26521,2018-04-15 03:00:00,27.19,40.77,8483.0
26522,2018-04-15 04:00:00,27.18,40.77,8447.0
26523,2018-04-15 05:00:00,27.18,40.76,8444.0
26524,2018-04-15 06:00:00,27.18,40.75,8520.0
26525,2018-04-15 07:00:00,27.18,40.74,8606.0
26526,2018-04-15 08:00:00,27.18,40.73,8677.0
26527,2018-04-15 09:00:00,27.19,40.72,8858.0
26528,2018-04-15 10:00:00,29.62,40.71,9023.0
26529,2018-04-15 11:00:00,31.74,40.7,9101.0
26530,2018-04-15 12:00:00,31.75,40.7,9177.0
26531,2018-04-15 13:00:00,33.18,40.7,9201.0
26532,2018-04-15 14:00:00,33.26,40.69,9173.0
26533,2018-04-15 15:00:00,33.25,40.69,9154.0
26534,2018-04-15 16:00:00,33.25,40.69,9184.0
26535,2018-04-15 17:00:00,32.58,40.69,9302.0
26536,2018-04-15 18:00:00,33.25,40.69,9407.0
26537,2018-04-15 19:00:00,32.48,40.69,9359.0
26538,2018-04-15 20:00:00,33.26,40.69,9340.0
26539,2018-04-15 21:00:00,33.26,40.69,9457.0
26540,2018-04-15 22:00:00,32.88,40.69,9519.0
26541,2018-04-15 23:00:00,29.16,40.69,9227.0
26542,2018-04-15 00:00:00,27.56,40.68,8906.0
26543,2018-04-16 01:00:00,27.18,40.67,8694.0
26544,2018-04-16 02:00:00,27.18,40.67,8585.0
26545,2018-04-16 03:00:00,27.19,40.66,8555.0
26546,2018-04-16 04:00:00,30.38,40.66,8561.0
